q_hip,q_thigh,q_calf,determinant,condition_number,rank,fd_jacobian_error,fd_spatial_jacobian_error,fd_body_jacobian_error,spatial_to_point_jacobian_error
-0.3870647890835887,2.047679231203413,-1.7127443888885943,-0.00384429940318222,3.6735805078911095,3,5.199541385294929e-11,1.6983250812709537e-10,1.775313116248192e-10,0.0
-0.7870367386953355,1.3903035062545412,-1.3166891689458144,-0.009112133184973276,3.5490293762563967,3,5.748847645075356e-11,1.42177041498029e-10,1.335893651541238e-10,3.929062510380681e-17
0.21746121480979663,-0.3675756317315928,-2.3199110533424503,-0.00020239222457240792,36.927879663056295,3,4.998249553798501e-11,1.4782358703688713e-10,1.4005286969668787e-10,4.0497527310531634e-17
0.3133471887410001,-0.9044235302239338,-1.4667519635255326,0.0007915472884879529,18.29337882964872,3,3.0906187635550603e-11,9.711484609962227e-11,1.0162958223688224e-10,6.509259464525837e-17
0.054599340620045234,0.9660034268609796,-1.9483218269091978,-0.008356455006801284,2.1415716566661813,3,3.110544579421575e-11,8.569330297335166e-11,5.056449311032145e-11,3.291719975807759e-17
-0.034539676167810396,-0.5257825819145721,-1.0457684167556238,-0.00598224604074973,4.611520354856785,3,5.829209182857914e-11,8.853208343709944e-11,1.3379529742750207e-10,1.5349049236867153e-17
-0.12693874994212007,2.4248429204893487,-2.5112911674802962,-0.0011425681801527047,5.3616143156415275,3,4.2371231218663345e-11,2.4191806931884656e-10,2.440903675262995e-10,2.964296775167217e-17
0.6085620476723453,2.5996707305838602,-2.2443161159128606,-0.000505272597016703,16.228377133705514,3,6.254096520717234e-11,2.3774858969885803e-10,2.334692410444976e-10,3.0444273447339113e-17
0.6479213048181452,3.5503999889221634,-1.8739474640411764,0.007811236167068676,2.2599144740845816,3,4.2767303883812976e-11,1.676043605537743e-10,1.893444188587267e-10,1.962615573354719e-17
-0.35548454694504966,3.2756532511934715,-2.6885273967588423,0.0005550020671473282,8.597390155171924,3,4.548102419796829e-11,2.1076253450536112e-10,2.0782138145555938e-10,2.8609792490763984e-17
0.725168492578013,3.9947367542454746,-2.5515881155640536,0.0023603952772712853,2.3407982697439627,3,3.3096780539039054e-11,2.2319247919281887e-10,2.4265953151681556e-10,2.943923360032078e-17
0.7111676316284617,0.4381494342159802,-1.24995875846817,-0.012099199632339862,3.7120555324441664,3,4.304682071401174e-11,7.648339576405804e-11,7.432786185521669e-11,8.355534721610419e-17
0.5854461444585138,-0.11420824701540888,-2.087573557465579,-0.002806784772488236,3.4422721518732775,3,4.765480906264161e-11,1.7829953155205645e-10,1.645896698159351e-10,5.1925927263190304e-17
0.7335565630539166,3.0591197597543713,-1.4465085899521963,0.008243149406071555,3.130833420879294,3,5.281277916799574e-11,1.6795282641687007e-10,1.6850375332030134e-10,3.98609107286759e-17
-0.4265024370083806,2.7877735239690034,-2.6264638308370523,-0.00019296581192679616,27.175655468136252,3,2.9521216281410576e-11,1.8798427073638956e-10,1.8967162675381227e-10,1.6273148661314594e-17
-0.37883670628736543,0.25818997110348185,-2.5947677371774853,-0.0011387646709844922,4.694355230842395,3,3.780745623243693e-11,1.800085997533483e-10,1.9407600135900078e-10,2.943923360032078e-17
-0.05002547185647077,-0.872696692179929,-0.943831861429991,-0.002588136477334759,5.489001436432615,3,4.88483296704321e-11,5.242636542695363e-11,7.82846090647173e-11,6.208759259556274e-17
-0.019847729918967105,2.9991289847614997,-1.753994331617007,0.005269782956396809,2.5684333995513082,3,4.896635497405585e-11,2.0237285623682668e-10,1.8310246269129436e-10,3.1034707204833584e-17
-0.605062843949018,1.3172540479089863,-2.683095437542848,-0.0016087931385169105,2.89724177622191,3,3.365833113586891e-11,1.6515576913848687e-10,1.943869516043182e-10,2.2643997788126587e-17
-0.32132050837961834,2.2785396601404377,-2.3757469158253746,-0.0019139633937558006,3.794336670761446,3,5.5028088961800856e-11,2.1887148153299567e-10,2.1828522732279947e-10,3.576224061345498e-18
0.6695631179107763,2.2763028340047673,-2.65122778113314,-0.0010628937634567731,5.009119543653026,3,4.496803828972009e-11,2.482963470341403e-10,2.3022262761361613e-10,3.179800655392251e-17
-0.11363458472852828,3.6437408159426603,-2.2405850606293782,0.004450934218730675,1.9866466323455343,3,3.502945741467789e-11,1.7196939329193234e-10,1.766614612024657e-10,3.7407331837740725e-17
-0.6108993399259393,0.40060194885806744,-1.8336701289506374,-0.008174161346707778,2.3202288729169855,3,2.5899044677570678e-11,9.467043761610244e-11,1.1964365606967487e-10,3.179800655392251e-17
-0.17048332559455104,0.2273485201861185,-1.8681333143016197,-0.006917231246724414,2.2684206662509787,3,3.7128119643045114e-11,1.1014071631496802e-10,1.0214981929537611e-10,4.4565853017184997e-17
-0.024978125187301248,2.6108487309904285,-0.9205235676365866,0.006250669010794185,5.324718197255835,3,4.073198418256835e-11,1.554180472028592e-10,1.3549361874030966e-10,5.551792708129603e-17
0.21513554895071063,-0.6367290056564545,-2.427179606395879,0.001011270267701317,6.6075970112363835,3,2.835283391249808e-11,1.6149739889653378e-10,1.6217157090862506e-10,4.09409441112991e-17
-0.3211666496963644,3.8780168338288012,-2.5824746151386617,0.0019905604032912218,2.654946398914842,3,3.952590501901873e-11,2.384660440076255e-10,2.3969855033106044e-10,3.179800655392251e-17
0.24208947933083869,1.0733854951984432,-2.2596129856106515,-0.005263865368500565,1.983468212467025,3,5.2621663256835204e-11,1.6777695040605492e-10,2.1134655846442042e-10,3.314184547378654e-17
0.22813936627315068,2.9166407633812184,-1.3247342706054954,0.007727325581806496,3.48999084740451,3,7.199960202523233e-11,1.8497267417330684e-10,1.8765208099318026e-10,5.117434254131581e-17
-0.4549234235669032,-0.04034928353584277,-2.356398792193435,-0.0014930637353008397,4.798378134156315,3,4.496844339851649e-11,1.7642901502973754e-10,1.9578127967510593e-10,2.0816681711721685e-17
-0.44544039248274925,0.08145113167450169,-1.7658941838997637,-0.006932203432529883,2.4330668967023947,3,3.3397016243961805e-11,1.0717006212171031e-10,1.0357652896808307e-10,2.2215299868541707e-17
-0.2949395535907614,2.195831632374081,-0.9669074891402345,0.0016454399875357145,8.333144594027683,3,8.227727932419461e-11,1.5884714375182933e-10,2.2032234181449846e-10,5.805495157760157e-17
0.46852601213190515,-0.5767803516867613,-1.0143251218525977,-0.005556091913243993,4.774525446175397,3,4.5254394496005033e-11,1.243667537324836e-10,1.4059958719132541e-10,1.4304896245381992e-17
-0.1805432617880125,-0.11994895658785909,-2.260606427472853,-0.001658091498227629,4.827036359375759,3,4.41330153487726e-11,1.9562360080437837e-10,1.6874381704208067e-10,3.469446951953614e-18
-0.7133584256913458,0.4317101835520807,-1.861041063054107,-0.008042877447271862,2.2790092632878705,3,4.3438956077272213e-11,1.1153240893892859e-10,1.3169314600823754e-10,3.1031676915590914e-17
-0.6331345286177317,4.014090057218222,-1.9368459212834401,0.00842607051859116,2.163874437793663,3,5.013354906027896e-11,1.859067221420419e-10,1.754951615277637e-10,4.4565853017184997e-17
0.06077252417941903,0.6148619318556645,-1.0858583655948322,-0.012088379043378365,4.342221824679468,3,5.5023274569285825e-11,7.473544663592632e-11,1.0554527760818086e-10,6.293753922443196e-17
0.5718360682449238,1.4795996360537162,-2.694718321860769,-0.001518730335535245,3.144437973116904,3,5.077701245183223e-11,2.1194953036529304e-10,2.176590041994052e-10,2.096074351170154e-17
0.2548731711037514,0.7073186341964257,-2.4494891239663317,-0.00300991311322521,2.1566430985099476,3,3.775361438065349e-11,1.2407445434053508e-10,1.4903146872542294e-10,3.179800655392251e-17
-0.05808030922827445,2.7699238149461896,-1.5200469458485628,0.0049239192958973055,3.07410522640182,3,4.1417475308128326e-11,1.495959312004833e-10,1.4640050708269668e-10,1.3985787785349405e-17
-0.6451375892708295,3.7355092277901862,-1.8394874103140342,0.008856612976972027,2.3096557061677085,3,4.9773028380616564e-11,1.651592291774612e-10,1.7515067997670604e-10,2.4037033579794548e-17
0.6534545080199491,1.1498524807779695,-1.08166444731033,-0.009931177485717159,4.436612077981199,3,4.089818997614252e-11,1.500049456537539e-10,1.5798811138428574e-10,2.7809732887839817e-17
0.5508320773581245,-0.8525745595298032,-1.117030230425339,-0.0019394445630184043,7.438466343976323,3,4.821878635491312e-11,1.3363160732040317e-10,1.2791237689155651e-10,4.220764384040162e-17
0.29015399064643177,1.9961079804067157,-2.6918152367063355,-0.001234718630900016,4.147779777528338,3,4.007558176662401e-11,1.1798943930915006e-10,1.5664391372002559e-10,3.179800655392251e-17
0.21179735251334308,2.3170595187496628,-1.1561378208497044,0.002053137809411434,7.080664965421786,3,5.544291648502926e-11,1.7386483551275074e-10,1.9346005883364306e-10,5.763878168445254e-17
